"Name","Gross Export","Share","Code","Sector"
"Lamps","1396617216","0.054803483575873994","9405","Textiles"
"Prefabricated buildings","475291200","0.01865050292560438","9406","Textiles"
"Toys","1077747328","0.04229097802342291","9503","Machinery"
"Games","2115654656","0.08301862805643473","9504","Machinery"
"Christmas and other festivity articles","146585968","0.0057520568969855745","9505","Machinery"
"Sports equipment","2094564736","0.0821910562127718","9506","Machinery"
"Fishing and hunting equipment","157094480","0.006164412593450706","9507","Machinery"
"Fairground amusements","170124416","0.006675709372117002","9508","Machinery"
"Worked animal carving material","3115408","0.00012224910963731558","9601","Machinery"
"Worked vegetable or mineral carving material","89958704","0.003529993974505689","9602","Machinery"
"Brooms and mops","426554528","0.016738068098870323","9603","Machinery"
"Hand sieves and riddles","4083041","0.00016021918376747272","9604","Machinery"
"Travel sets","4401621","0.00017272031406830523","9605","Machinery"
"Buttons","46933448","0.0018416760277335264","9606","Machinery"
"Slide fasteners","118438504","0.004647545894719292","9607","Machinery"
"Pens","265322976","0.010411316136545471","9608","Machinery"
"Pencils, crayons, pastels, etc.","38104408","0.0014952230819388682","9609","Machinery"
"Slates and boards, with writing or drawing surfaces","19507686","0.0007654847277096054","9610","Machinery"
"Hand-operated stamps","14928325","0.0005857898675314692","9611","Machinery"
"Typewriter ribbons and ink pads","129337216","0.005075213101773241","9612","Machinery"
"Cigarette lighters","158889136","0.006234835182756912","9613","Machinery"
"Smoking pipes","13921494","0.0005462816575938789","9614","Machinery"
"Combs, hair-slides etc.","24416716","0.0009581158523272707","9615","Machinery"
"Scent sprays","66594424","0.0026131758796311367","9616","Machinery"
"Vacuum vessels","93045608","0.003651124582610909","9617","Machinery"
"Mannequins","11972828","0.00046981569118417934","9618","Machinery"
"Paintings and drawings","5440154624","0.21347254005681612","9701","Textiles"
"Original engravings","204233488","0.008014154828556445","9702","Textiles"
"Sculptures","1052311744","0.041292881627347296","9703","Textiles"
"Postage or revenue stamps","9602408","0.00037680003016434324","9704","Textiles"
"Collectors pieces","411982368","0.016166254203068393","9705","Textiles"
"Antiques >100 years","407072096","0.01597357434217151","9706","Textiles"
"Commodities not specified according to kind","102262759424","4.012807082937131","9999","Other"
"Trade data discrepancies","6499205120","0.2550298513935519","XXXX","Other"
"Travel and tourism","70214991872","2.755247543674328","travel","Services"
"Transport","65775996928","2.5810606700486116","transport","Services"
"ICT","464800022528","18.23882743879846","ict","Services"
"Insurance and finance","194481995776","7.631504709528951","financial","Services"
